usernum,stim,cond,adjtype,displaytype,version,audiofile,response,timestamp,order,selectedpos,images,phrase,native,type,stimnum,mturkid,time,cheater,selection,target,condcollapsed,target1,target1hasrel,target1hasabs,target2hasrel,target2hasabs
58,target-2,cmp:rel-abs:a,cmp,abs-rel,a,target-2-a-cmp,2,Fri Aug 24 13:12:11 2018,2:4:1:3:5,4,bird-big_bathtub:frog-med_bathtub:frog-small_bathtub:frog-med_bucket:bird-small_bucket,frog in the bigger [inaudible],,target,2,5a6b32249d65ec00017e71e6,4,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
58,target-4,cmp:abs-both:a,cmp,abs-both,a,target-4-a-cmp,4,Fri Aug 24 13:12:58 2018,2:5:4:3:1,3,girl-big_pen:boy-med_pillow:girl-small_pillow:boy-med_paintbrush:boy-small_paintbrush,boy with the bigger [inaudible],,target,4,5a6b32249d65ec00017e71e6,35,FALSE,target2,1,abs-both cmp,1,0,1,1,1
58,target-9,pos:rel-both:a,pos,both-rel,a,target-9-a-pos,4,Fri Aug 24 13:13:29 2018,1:5:4:3:2,3,frog-big_glue:monkey-med_glue:monkey-small_glue:monkey-med_grapes:monkey-small_grapes,monkey with the big [inaudible],,target,9,5a6b32249d65ec00017e71e6,4,FALSE,target1,0,both-rel pos,0,0,0,0,0
58,target-5,cmp:rel-abs:b,cmp,abs-rel,b,target-5-b-cmp,2,Fri Aug 24 13:13:50 2018,2:1:5:3:4,1,man-big_fan:lady-med_fan:lady-small_fan:lady-med_fish:man-small_fish,lady with the bigger [inaudible],,target,5,5a6b32249d65ec00017e71e6,5,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
59,target-12,pos:abs-both:b,pos,abs-both,b,target-12-b-pos,4,Fri Aug 24 13:07:36 2018,5:3:4:2:1,2,cat-big_lamp:horse-med_ladder:cat-small_ladder:horse-med_lizard:horse-small_lizard,horse with the big [inaudible],,target,12,5aea695844277c000101c301,8,FALSE,target2,1,abs-both pos,1,0,1,1,1
59,target-4,cmp:rel-abs:b,cmp,abs-rel,b,target-4-b-cmp,2,Fri Aug 24 13:07:50 2018,5:2:1:3:4,2,girl-big_pillow:boy-med_pillow:boy-small_pillow:boy-med_paintbrush:girl-small_paintbrush,boy with the bigger [inaudible],,target,4,5aea695844277c000101c301,6,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
59,target-10,pos:rel-abs:b,pos,abs-rel,b,target-10-b-pos,2,Fri Aug 24 13:08:05 2018,2:5:3:1:4,5,lady-big_cheese:farmer-med_cheese:farmer-small_cheese:farmer-med_chair:lady-small_chair,farmer with the big [inaudible],,target,10,5aea695844277c000101c301,4,FALSE,target2,1,abs-rel pos,1,0,1,1,0
59,target-5,cmp:rel-both:b,cmp,both-rel,b,target-5-b-cmp,2,Fri Aug 24 13:08:23 2018,4:3:5:2:1,3,man-big_fan:lady-med_fan:lady-small_fan:lady-med_fish:lady-small_fish,lady with the bigger [inaudible],,target,5,5aea695844277c000101c301,11,FALSE,target2,1,both-rel cmp,1,0,0,0,0
59,target-11,pos:rel-both:b,pos,both-rel,b,target-11-b-pos,4,Fri Aug 24 13:08:39 2018,1:5:2:3:4,3,boy-big_carrot:policewoman-med_carrot:policewoman-small_carrot:policewoman-med_cookie:policewoman-small_cookie,policewoman with the big [inaudible],,target,11,5aea695844277c000101c301,10,FALSE,target1,0,both-rel pos,0,0,0,0,0
59,target-2,cmp:rel-both:a,cmp,both-rel,a,target-2-a-cmp,4,Fri Aug 24 13:08:58 2018,3:4:2:5:1,5,bird-big_bathtub:frog-med_bathtub:frog-small_bathtub:frog-med_bucket:frog-small_bucket,frog in the bigger [inaudible],,target,2,5aea695844277c000101c301,8,FALSE,target1,0,both-rel cmp,0,0,0,0,0
59,target-7,pos:rel-abs:a,pos,abs-rel,a,target-7-a-pos,2,Fri Aug 24 13:09:09 2018,3:5:2:1:4,5,girl-big_sock:man-med_sock:man-small_sock:man-med_scarf:girl-small_scarf,man with the big [inaudible],,target,7,5aea695844277c000101c301,4,FALSE,target2,1,abs-rel pos,1,0,1,1,0
59,target-9,pos:abs-both:a,pos,abs-both,a,target-9-a-pos,4,Fri Aug 24 13:09:22 2018,2:1:4:5:3,5,frog-big_glasses:monkey-med_glue:frog-small_glue:monkey-med_grapes:monkey-small_grapes,monkey with the big [inaudible],,target,9,5aea695844277c000101c301,5,FALSE,target2,1,abs-both pos,1,0,1,1,1
59,target-8,pos:rel-both:a,pos,both-rel,a,target-8-a-pos,4,Fri Aug 24 13:09:36 2018,3:4:2:5:1,5,rabbit-big_can:bird-med_can:bird-small_can:bird-med_cup:bird-small_cup,bird in the big [inaudible],,target,8,5aea695844277c000101c301,7,FALSE,target1,0,both-rel pos,0,0,0,0,0
59,target-6,cmp:abs-both:b,cmp,abs-both,b,target-6-b-cmp,4,Fri Aug 24 13:09:47 2018,4:2:5:1:3,1,man-big_doll:girl-med_dog:man-small_dog:girl-med_duck:girl-small_duck,girl with the bigger [inaudible],,target,6,5aea695844277c000101c301,3,FALSE,target2,1,abs-both cmp,1,0,1,1,1
59,target-1,cmp:rel-abs:a,cmp,abs-rel,a,target-1-a-cmp,2,Fri Aug 24 13:10:01 2018,5:2:4:1:3,2,frog-big_box:rabbit-med_box:rabbit-small_box:rabbit-med_bag:frog-small_bag,rabbit in the bigger [inaudible],,target,1,5aea695844277c000101c301,6,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
59,target-3,cmp:abs-both:a,cmp,abs-both,a,target-3-a-cmp,4,Fri Aug 24 13:10:11 2018,5:1:3:4:2,4,bird-big_tower:cat-med_truck:bird-small_truck:cat-med_tree:cat-small_tree,cat in the bigger [inaudible],,target,3,5aea695844277c000101c301,4,FALSE,target2,1,abs-both cmp,1,0,1,1,1
60,target-3,cmp:rel-abs:b,cmp,abs-rel,b,target-3-b-cmp,2,Fri Aug 24 13:10:53 2018,2:3:5:1:4,3,bird-big_truck:cat-med_truck:cat-small_truck:cat-med_tree:bird-small_tree,cat in the bigger [inaudible],,target,3,58dde4b495b4740001733749,5,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
60,target-1,cmp:rel-both:a,cmp,both-rel,a,target-1-a-cmp,4,Fri Aug 24 13:11:07 2018,2:3:5:1:4,1,frog-big_box:rabbit-med_box:rabbit-small_box:rabbit-med_bag:rabbit-small_bag,rabbit in the bigger [inaudible],,target,1,58dde4b495b4740001733749,5,FALSE,target1,0,both-rel cmp,0,0,0,0,0
60,target-6,pos:rel-abs:a,pos,abs-rel,a,target-6-a-pos,4,Fri Aug 24 13:11:21 2018,2:1:5:3:4,3,man-big_dog:girl-med_dog:girl-small_dog:girl-med_duck:man-small_duck,girl with the big [inaudible],,target,6,58dde4b495b4740001733749,6,FALSE,target1,0,abs-rel pos,0,0,1,1,0
60,target-10,pos:rel-both:b,pos,both-rel,b,target-10-b-pos,4,Fri Aug 24 13:11:42 2018,3:4:5:1:2,1,lady-big_cheese:farmer-med_cheese:farmer-small_cheese:farmer-med_chair:farmer-small_chair,farmer with the big [inaudible],,target,10,58dde4b495b4740001733749,13,FALSE,target1,0,both-rel pos,0,0,0,0,0
60,target-5,cmp:abs-both:b,cmp,abs-both,b,target-5-b-cmp,4,Fri Aug 24 13:11:58 2018,1:2:3:4:5,4,man-big_flower:lady-med_fan:man-small_fan:lady-med_fish:lady-small_fish,lady with the bigger [inaudible],,target,5,58dde4b495b4740001733749,6,FALSE,target2,1,abs-both cmp,1,0,1,1,1
60,target-9,pos:rel-abs:b,pos,abs-rel,b,target-9-b-pos,4,Fri Aug 24 13:12:30 2018,1:5:2:4:3,4,frog-big_glue:monkey-med_glue:monkey-small_glue:monkey-med_grapes:frog-small_grapes,monkey with the big [inaudible],,target,9,58dde4b495b4740001733749,16,FALSE,target1,0,abs-rel pos,0,0,1,1,0
60,target-4,cmp:rel-both:b,cmp,both-rel,b,target-4-b-cmp,4,Fri Aug 24 13:12:53 2018,1:3:4:2:5,2,girl-big_pillow:boy-med_pillow:boy-small_pillow:boy-med_paintbrush:boy-small_paintbrush,boy with the bigger [inaudible],,target,4,58dde4b495b4740001733749,13,FALSE,target1,0,both-rel cmp,0,0,0,0,0
60,target-2,cmp:abs-both:a,cmp,abs-both,a,target-2-a-cmp,4,Fri Aug 24 13:13:09 2018,2:4:1:5:3,5,bird-big_boat:frog-med_bathtub:bird-small_bathtub:frog-med_bucket:frog-small_bucket,frog in the bigger [inaudible],,target,2,58dde4b495b4740001733749,7,FALSE,target2,1,abs-both cmp,1,0,1,1,1
60,target-11,pos:abs-both:b,pos,abs-both,b,target-11-b-pos,2,Fri Aug 24 13:13:27 2018,3:5:4:2:1,5,boy-big_cake:policewoman-med_carrot:boy-small_carrot:policewoman-med_cookie:policewoman-small_cookie,policewoman with the big [inaudible],,target,11,58dde4b495b4740001733749,10,FALSE,target1,0,abs-both pos,0,0,1,1,1
60,target-8,pos:abs-both:a,pos,abs-both,a,target-8-a-pos,2,Fri Aug 24 13:13:45 2018,2:1:5:4:3,1,rabbit-big_car:bird-med_can:rabbit-small_can:bird-med_cup:bird-small_cup,bird in the big [inaudible],,target,8,58dde4b495b4740001733749,6,FALSE,target1,0,abs-both pos,0,0,1,1,1
60,target-12,cmp:rel-abs:a,cmp,abs-rel,a,target-12-a-cmp,2,Fri Aug 24 13:14:03 2018,4:1:5:2:3,1,cat-big_ladder:horse-med_ladder:horse-small_ladder:horse-med_lizard:cat-small_lizard,horse with the bigger [inaudible],,target,12,58dde4b495b4740001733749,11,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
60,target-7,pos:rel-both:a,pos,both-rel,a,target-7-a-pos,2,Fri Aug 24 13:14:19 2018,3:1:2:5:4,1,girl-big_sock:man-med_sock:man-small_sock:man-med_scarf:man-small_scarf,man with the big [inaudible],,target,7,58dde4b495b4740001733749,8,FALSE,target2,1,both-rel pos,1,0,0,0,0
61,target-2,cmp:rel-abs:b,cmp,abs-rel,b,target-2-b-cmp,2,Fri Aug 24 13:15:44 2018,4:2:1:5:3,2,bird-big_bathtub:frog-med_bathtub:frog-small_bathtub:frog-med_bucket:bird-small_bucket,frog in the bigger [inaudible],,target,2,5b0ab73e641b1200010ebb59,11,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
61,target-9,pos:rel-both:b,pos,both-rel,b,target-9-b-pos,4,Fri Aug 24 13:16:36 2018,1:2:3:4:5,4,frog-big_glue:monkey-med_glue:monkey-small_glue:monkey-med_grapes:monkey-small_grapes,monkey with the big [inaudible],,target,9,5b0ab73e641b1200010ebb59,22,FALSE,target1,0,both-rel pos,0,0,0,0,0
61,target-5,pos:rel-abs:a,pos,abs-rel,a,target-5-a-pos,2,Fri Aug 24 13:17:21 2018,2:5:1:3:4,5,man-big_fan:lady-med_fan:lady-small_fan:lady-med_fish:man-small_fish,lady with the big [inaudible],,target,5,5b0ab73e641b1200010ebb59,19,FALSE,target2,1,abs-rel pos,1,0,1,1,0
61,target-7,pos:abs-both:a,pos,abs-both,a,target-7-a-pos,4,Fri Aug 24 13:17:49 2018,3:1:4:5:2,5,girl-big_sandwich:man-med_sock:girl-small_sock:man-med_scarf:man-small_scarf,man with the big [inaudible],,target,7,5b0ab73e641b1200010ebb59,11,FALSE,target2,1,abs-both pos,1,0,1,1,1
61,target-11,cmp:rel-abs:a,cmp,abs-rel,a,target-11-a-cmp,2,Fri Aug 24 13:18:10 2018,1:5:2:3:4,5,boy-big_carrot:policewoman-med_carrot:policewoman-small_carrot:policewoman-med_cookie:boy-small_cookie,policewoman with the bigger [inaudible],,target,11,5b0ab73e641b1200010ebb59,9,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
61,target-12,cmp:rel-both:a,cmp,both-rel,a,target-12-a-cmp,2,Fri Aug 24 13:18:59 2018,2:5:3:4:1,5,cat-big_ladder:horse-med_ladder:horse-small_ladder:horse-med_lizard:horse-small_lizard,horse with the bigger [inaudible],,target,12,5b0ab73e641b1200010ebb59,22,FALSE,target2,1,both-rel cmp,1,0,0,0,0
61,target-8,pos:rel-abs:b,pos,abs-rel,b,target-8-b-pos,2,Fri Aug 24 13:19:22 2018,4:1:3:2:5,1,rabbit-big_can:bird-med_can:bird-small_can:bird-med_cup:rabbit-small_cup,bird in the big [inaudible],,target,8,5b0ab73e641b1200010ebb59,9,FALSE,target2,1,abs-rel pos,1,0,1,1,0
61,target-3,cmp:rel-both:b,cmp,both-rel,b,target-3-b-cmp,2,Fri Aug 24 13:19:53 2018,5:4:1:3:2,4,bird-big_truck:cat-med_truck:cat-small_truck:cat-med_tree:cat-small_tree,cat in the bigger [inaudible],,target,3,5b0ab73e641b1200010ebb59,21,FALSE,target2,1,both-rel cmp,1,0,0,0,0
61,target-1,cmp:abs-both:a,cmp,abs-both,a,target-1-a-cmp,4,Fri Aug 24 13:20:28 2018,3:4:1:5:2,5,frog-big_basket:rabbit-med_box:frog-small_box:rabbit-med_bag:rabbit-small_bag,rabbit in the bigger [inaudible],,target,1,5b0ab73e641b1200010ebb59,25,FALSE,target2,1,abs-both cmp,1,0,1,1,1
61,target-6,pos:rel-both:a,pos,both-rel,a,target-6-a-pos,4,Fri Aug 24 13:20:59 2018,4:5:1:3:2,3,man-big_dog:girl-med_dog:girl-small_dog:girl-med_duck:girl-small_duck,girl with the big [inaudible],,target,6,5b0ab73e641b1200010ebb59,20,FALSE,target1,0,both-rel pos,0,0,0,0,0
61,target-10,pos:abs-both:b,pos,abs-both,b,target-10-b-pos,4,Fri Aug 24 13:21:37 2018,1:5:3:4:2,4,lady-big_cherries:farmer-med_cheese:lady-small_cheese:farmer-med_chair:farmer-small_chair,farmer with the big [inaudible],,target,10,5b0ab73e641b1200010ebb59,22,FALSE,target2,1,abs-both pos,1,0,1,1,1
61,target-4,cmp:abs-both:b,cmp,abs-both,b,target-4-b-cmp,4,Fri Aug 24 13:21:57 2018,4:2:5:3:1,3,girl-big_pen:boy-med_pillow:girl-small_pillow:boy-med_paintbrush:boy-small_paintbrush,boy with the bigger [inaudible],,target,4,5b0ab73e641b1200010ebb59,11,FALSE,target2,1,abs-both cmp,1,0,1,1,1
62,target-2,cmp:rel-both:b,cmp,both-rel,b,target-2-b-cmp,2,Fri Aug 24 13:16:43 2018,3:2:5:1:4,2,bird-big_bathtub:frog-med_bathtub:frog-small_bathtub:frog-med_bucket:frog-small_bucket,frog in the bigger [inaudible],,target,2,5ad8721e4efee10001f52eff,14,FALSE,target2,1,both-rel cmp,1,0,0,0,0
62,target-1,cmp:rel-abs:b,cmp,abs-rel,b,target-1-b-cmp,2,Fri Aug 24 13:17:05 2018,3:5:1:4:2,5,frog-big_box:rabbit-med_box:rabbit-small_box:rabbit-med_bag:frog-small_bag,rabbit in the bigger [inaudible],,target,1,5ad8721e4efee10001f52eff,11,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
62,target-11,cmp:rel-both:a,cmp,both-rel,a,target-11-a-cmp,4,Fri Aug 24 13:17:27 2018,3:1:5:4:2,4,boy-big_carrot:policewoman-med_carrot:policewoman-small_carrot:policewoman-med_cookie:policewoman-small_cookie,policewoman with the bigger [inaudible],,target,11,5ad8721e4efee10001f52eff,7,FALSE,target1,0,both-rel cmp,0,0,0,0,0
62,target-4,pos:rel-abs:a,pos,abs-rel,a,target-4-a-pos,4,Fri Aug 24 13:17:47 2018,1:2:4:5:3,5,girl-big_pillow:boy-med_pillow:boy-small_pillow:boy-med_paintbrush:girl-small_paintbrush,boy with the big [inaudible],,target,4,5ad8721e4efee10001f52eff,9,FALSE,target1,0,abs-rel pos,0,0,1,1,0
62,target-8,pos:rel-both:b,pos,both-rel,b,target-8-b-pos,2,Fri Aug 24 13:18:10 2018,5:2:1:4:3,2,rabbit-big_can:bird-med_can:bird-small_can:bird-med_cup:bird-small_cup,bird in the big [inaudible],,target,8,5ad8721e4efee10001f52eff,7,FALSE,target2,1,both-rel pos,1,0,0,0,0
62,target-12,cmp:abs-both:a,cmp,abs-both,a,target-12-a-cmp,4,Fri Aug 24 13:18:44 2018,2:1:4:3:5,3,cat-big_lamp:horse-med_ladder:cat-small_ladder:horse-med_lizard:horse-small_lizard,horse with the bigger [inaudible],,target,12,5ad8721e4efee10001f52eff,15,FALSE,target2,1,abs-both cmp,1,0,1,1,1
62,target-6,pos:abs-both:a,pos,abs-both,a,target-6-a-pos,4,Fri Aug 24 13:19:11 2018,4:1:5:3:2,3,man-big_doll:girl-med_dog:man-small_dog:girl-med_duck:girl-small_duck,girl with the big [inaudible],,target,6,5ad8721e4efee10001f52eff,8,FALSE,target2,1,abs-both pos,1,0,1,1,1
62,target-10,cmp:rel-abs:a,cmp,abs-rel,a,target-10-a-cmp,2,Fri Aug 24 13:19:31 2018,3:1:5:2:4,1,lady-big_cheese:farmer-med_cheese:farmer-small_cheese:farmer-med_chair:lady-small_chair,farmer with the bigger [inaudible],,target,10,5ad8721e4efee10001f52eff,7,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
62,target-5,pos:rel-both:a,pos,both-rel,a,target-5-a-pos,2,Fri Aug 24 13:19:52 2018,4:3:2:1:5,3,man-big_fan:lady-med_fan:lady-small_fan:lady-med_fish:lady-small_fish,lady with the big [inaudible],,target,5,5ad8721e4efee10001f52eff,8,FALSE,target2,1,both-rel pos,1,0,0,0,0
62,target-7,pos:rel-abs:b,pos,abs-rel,b,target-7-b-pos,2,Fri Aug 24 13:20:11 2018,1:4:2:5:3,4,girl-big_sock:man-med_sock:man-small_sock:man-med_scarf:girl-small_scarf,man with the big [inaudible],,target,7,5ad8721e4efee10001f52eff,7,FALSE,target2,1,abs-rel pos,1,0,1,1,0
62,target-9,pos:abs-both:b,pos,abs-both,b,target-9-b-pos,4,Fri Aug 24 13:20:28 2018,5:1:4:3:2,3,frog-big_glasses:monkey-med_glue:frog-small_glue:monkey-med_grapes:monkey-small_grapes,monkey with the big [inaudible],,target,9,5ad8721e4efee10001f52eff,6,FALSE,target2,1,abs-both pos,1,0,1,1,1
62,target-3,cmp:abs-both:b,cmp,abs-both,b,target-3-b-cmp,4,Fri Aug 24 13:20:49 2018,4:2:3:1:5,1,bird-big_tower:cat-med_truck:bird-small_truck:cat-med_tree:cat-small_tree,cat in the bigger [inaudible],,target,3,5ad8721e4efee10001f52eff,9,FALSE,target2,1,abs-both cmp,1,0,1,1,1
63,target-12,cmp:rel-abs:b,cmp,abs-rel,b,target-12-b-cmp,4,Fri Aug 24 13:19:54 2018,2:5:1:3:4,3,cat-big_ladder:horse-med_ladder:horse-small_ladder:horse-med_lizard:cat-small_lizard,horse with the bigger [inaudible],,target,12,5a667270b9e3b50001a7264e,8,FALSE,target1,0,abs-rel cmp,0,0,1,1,0
63,target-7,pos:rel-both:b,pos,both-rel,b,target-7-b-pos,2,Fri Aug 24 13:20:45 2018,4:1:2:5:3,1,girl-big_sock:man-med_sock:man-small_sock:man-med_scarf:man-small_scarf,man with the big [inaudible],,target,7,5a667270b9e3b50001a7264e,12,FALSE,target2,1,both-rel pos,1,0,0,0,0
63,target-2,cmp:abs-both:b,cmp,abs-both,b,target-2-b-cmp,4,Fri Aug 24 13:21:00 2018,5:1:3:4:2,4,bird-big_boat:frog-med_bathtub:bird-small_bathtub:frog-med_bucket:frog-small_bucket,frog in the bigger [inaudible],,target,2,5a667270b9e3b50001a7264e,5,FALSE,target2,1,abs-both cmp,1,0,1,1,1
63,target-1,cmp:rel-both:b,cmp,both-rel,b,target-1-b-cmp,2,Fri Aug 24 13:21:14 2018,2:5:1:3:4,5,frog-big_box:rabbit-med_box:rabbit-small_box:rabbit-med_bag:rabbit-small_bag,rabbit in the bigger [inaudible],,target,1,5a667270b9e3b50001a7264e,5,FALSE,target2,1,both-rel cmp,1,0,0,0,0
63,target-8,pos:abs-both:b,pos,abs-both,b,target-8-b-pos,4,Fri Aug 24 13:21:26 2018,5:3:4:1:2,1,rabbit-big_car:bird-med_can:rabbit-small_can:bird-med_cup:bird-small_cup,bird in the big [inaudible],,target,8,5a667270b9e3b50001a7264e,4,FALSE,target2,1,abs-both pos,1,0,1,1,1
63,target-4,pos:rel-both:a,pos,both-rel,a,target-4-a-pos,4,Fri Aug 24 13:21:42 2018,2:4:1:3:5,3,girl-big_pillow:boy-med_pillow:boy-small_pillow:boy-med_paintbrush:boy-small_paintbrush,boy with the big [inaudible],,target,4,5a667270b9e3b50001a7264e,6,FALSE,target1,0,both-rel pos,0,0,0,0,0
63,target-3,pos:rel-abs:a,pos,abs-rel,a,target-3-a-pos,2,Fri Aug 24 13:21:57 2018,3:5:4:2:1,5,bird-big_truck:cat-med_truck:cat-small_truck:cat-med_tree:bird-small_tree,cat in the big [inaudible],,target,3,5a667270b9e3b50001a7264e,6,FALSE,target2,1,abs-rel pos,1,0,1,1,0
63,target-11,cmp:abs-both:a,cmp,abs-both,a,target-11-a-cmp,4,Fri Aug 24 13:22:09 2018,1:5:3:2:4,2,boy-big_cake:policewoman-med_carrot:boy-small_carrot:policewoman-med_cookie:policewoman-small_cookie,policewoman with the bigger [inaudible],,target,11,5a667270b9e3b50001a7264e,4,FALSE,target2,1,abs-both cmp,1,0,1,1,1
63,target-9,cmp:rel-abs:a,cmp,abs-rel,a,target-9-a-cmp,2,Fri Aug 24 13:22:23 2018,5:2:3:1:4,2,frog-big_glue:monkey-med_glue:monkey-small_glue:monkey-med_grapes:frog-small_grapes,monkey with the bigger [inaudible],,target,9,5a667270b9e3b50001a7264e,4,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
63,target-10,cmp:rel-both:a,cmp,both-rel,a,target-10-a-cmp,2,Fri Aug 24 13:22:38 2018,5:2:4:3:1,2,lady-big_cheese:farmer-med_cheese:farmer-small_cheese:farmer-med_chair:farmer-small_chair,farmer with the bigger [inaudible],,target,10,5a667270b9e3b50001a7264e,5,FALSE,target2,1,both-rel cmp,1,0,0,0,0
63,target-5,pos:abs-both:a,pos,abs-both,a,target-5-a-pos,4,Fri Aug 24 13:22:51 2018,5:4:1:2:3,2,man-big_flower:lady-med_fan:man-small_fan:lady-med_fish:lady-small_fish,lady with the big [inaudible],,target,5,5a667270b9e3b50001a7264e,5,FALSE,target2,1,abs-both pos,1,0,1,1,1
63,target-6,pos:rel-abs:b,pos,abs-rel,b,target-6-b-pos,2,Fri Aug 24 13:23:03 2018,2:3:5:4:1,3,man-big_dog:girl-med_dog:girl-small_dog:girl-med_duck:man-small_duck,girl with the big [inaudible],,target,6,5a667270b9e3b50001a7264e,5,FALSE,target2,1,abs-rel pos,1,0,1,1,0
64,target-2,pos:rel-abs:a,pos,abs-rel,a,target-2-a-pos,4,Fri Aug 24 13:21:24 2018,4:5:1:3:2,3,bird-big_bathtub:frog-med_bathtub:frog-small_bathtub:frog-med_bucket:bird-small_bucket,frog in the big [inaudible],,target,2,5b5077d39cb6fe00010686ce,7,FALSE,target1,0,abs-rel pos,0,0,1,1,0
64,target-3,pos:rel-both:a,pos,both-rel,a,target-3-a-pos,2,Fri Aug 24 13:21:37 2018,3:4:2:5:1,4,bird-big_truck:cat-med_truck:cat-small_truck:cat-med_tree:cat-small_tree,cat in the big [inaudible],,target,3,5b5077d39cb6fe00010686ce,4,FALSE,target2,1,both-rel pos,1,0,0,0,0
64,target-5,pos:rel-abs:b,pos,abs-rel,b,target-5-b-pos,4,Fri Aug 24 13:21:50 2018,5:1:4:3:2,3,man-big_fan:lady-med_fan:lady-small_fan:lady-med_fish:man-small_fish,lady with the big [inaudible],,target,5,5b5077d39cb6fe00010686ce,6,FALSE,target1,0,abs-rel pos,0,0,1,1,0
64,target-6,pos:rel-both:b,pos,both-rel,b,target-6-b-pos,4,Fri Aug 24 13:22:06 2018,3:4:5:2:1,2,man-big_dog:girl-med_dog:girl-small_dog:girl-med_duck:girl-small_duck,girl with the big [inaudible],,target,6,5b5077d39cb6fe00010686ce,7,FALSE,target1,0,both-rel pos,0,0,0,0,0
64,target-12,cmp:rel-both:b,cmp,both-rel,b,target-12-b-cmp,2,Fri Aug 24 13:22:18 2018,5:2:1:3:4,2,cat-big_ladder:horse-med_ladder:horse-small_ladder:horse-med_lizard:horse-small_lizard,horse with the bigger [inaudible],,target,12,5b5077d39cb6fe00010686ce,4,FALSE,target2,1,both-rel cmp,1,0,0,0,0
64,target-11,cmp:rel-abs:b,cmp,abs-rel,b,target-11-b-cmp,2,Fri Aug 24 13:22:27 2018,4:5:1:3:2,5,boy-big_carrot:policewoman-med_carrot:policewoman-small_carrot:policewoman-med_cookie:boy-small_cookie,policewoman with the bigger [inaudible],,target,11,5b5077d39cb6fe00010686ce,4,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
64,target-7,pos:abs-both:b,pos,abs-both,b,target-7-b-pos,4,Fri Aug 24 13:22:37 2018,5:3:1:4:2,4,girl-big_sandwich:man-med_sock:girl-small_sock:man-med_scarf:man-small_scarf,man with the big [inaudible],,target,7,5b5077d39cb6fe00010686ce,4,FALSE,target2,1,abs-both pos,1,0,1,1,1
64,target-8,cmp:rel-abs:a,cmp,abs-rel,a,target-8-a-cmp,2,Fri Aug 24 13:22:49 2018,1:2:3:4:5,2,rabbit-big_can:bird-med_can:bird-small_can:bird-med_cup:rabbit-small_cup,bird in the bigger [inaudible],,target,8,5b5077d39cb6fe00010686ce,5,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
64,target-4,pos:abs-both:a,pos,abs-both,a,target-4-a-pos,4,Fri Aug 24 13:23:01 2018,5:3:2:4:1,4,girl-big_pen:boy-med_pillow:girl-small_pillow:boy-med_paintbrush:boy-small_paintbrush,boy with the big [inaudible],,target,4,5b5077d39cb6fe00010686ce,5,FALSE,target2,1,abs-both pos,1,0,1,1,1
64,target-10,cmp:abs-both:a,cmp,abs-both,a,target-10-a-cmp,4,Fri Aug 24 13:23:12 2018,5:4:1:3:2,3,lady-big_cherries:farmer-med_cheese:lady-small_cheese:farmer-med_chair:farmer-small_chair,farmer with the bigger [inaudible],,target,10,5b5077d39cb6fe00010686ce,5,FALSE,target2,1,abs-both cmp,1,0,1,1,1
64,target-1,cmp:abs-both:b,cmp,abs-both,b,target-1-b-cmp,4,Fri Aug 24 13:23:21 2018,2:5:1:4:3,4,frog-big_basket:rabbit-med_box:frog-small_box:rabbit-med_bag:rabbit-small_bag,rabbit in the bigger [inaudible],,target,1,5b5077d39cb6fe00010686ce,3,FALSE,target2,1,abs-both cmp,1,0,1,1,1
64,target-9,cmp:rel-both:a,cmp,both-rel,a,target-9-a-cmp,2,Fri Aug 24 13:23:36 2018,1:2:3:5:4,2,frog-big_glue:monkey-med_glue:monkey-small_glue:monkey-med_grapes:monkey-small_grapes,monkey with the bigger [inaudible],,target,9,5b5077d39cb6fe00010686ce,8,FALSE,target2,1,both-rel cmp,1,0,0,0,0
65,target-9,cmp:abs-both:a,cmp,abs-both,a,target-9-a-cmp,4,Fri Aug 24 13:24:00 2018,1:3:2:4:5,4,frog-big_glasses:monkey-med_glue:frog-small_glue:monkey-med_grapes:monkey-small_grapes,monkey with the bigger [inaudible],,target,9,59cab69b59b3790001151279,6,FALSE,target2,1,abs-both cmp,1,0,1,1,1
65,target-3,pos:abs-both:a,pos,abs-both,a,target-3-a-pos,4,Fri Aug 24 13:24:15 2018,5:2:1:4:3,4,bird-big_tower:cat-med_truck:bird-small_truck:cat-med_tree:cat-small_tree,cat in the big [inaudible],,target,3,59cab69b59b3790001151279,6,FALSE,target2,1,abs-both pos,1,0,1,1,1
65,target-10,cmp:rel-abs:b,cmp,abs-rel,b,target-10-b-cmp,2,Fri Aug 24 13:24:29 2018,1:4:3:5:2,4,lady-big_cheese:farmer-med_cheese:farmer-small_cheese:farmer-med_chair:lady-small_chair,farmer with the bigger [inaudible],,target,10,59cab69b59b3790001151279,5,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
